Feature
Texture_InfoMeas1_2_Mean_MCAM
Texture_InfoMeas1_8_Mean_MCAM
Texture_InfoMeas2_2_Mean_MCAM
Texture_InfoMeas2_8_Mean_MCAM
Texture_InverseDifferenceMoment_2_Mean_MCAM
Texture_InverseDifferenceMoment_8_Mean_MCAM
Texture_SumAverage_2_Mean_MCAM
Texture_SumAverage_8_Mean_MCAM
Texture_SumEntropy_2_Mean_MCAM
Texture_SumEntropy_8_Mean_MCAM
Texture_SumVariance_2_Mean_MCAM
Texture_SumVariance_8_Mean_MCAM
Texture_Variance_2_Mean_MCAM
Texture_Variance_8_Mean_MCAM
Texture_AngularSecondMoment_2_Range_MCAM
Texture_AngularSecondMoment_8_Range_MCAM
Texture_Contrast_2_Range_MCAM
Texture_Contrast_8_Range_MCAM
Texture_Correlation_2_Range_MCAM
Texture_Correlation_8_Range_MCAM
Texture_DifferenceEntropy_2_Range_MCAM
Texture_DifferenceEntropy_8_Range_MCAM
Texture_DifferenceVariance_2_Range_MCAM
Texture_DifferenceVariance_8_Range_MCAM
Texture_Entropy_2_Range_MCAM
Texture_Entropy_8_Range_MCAM
Texture_InfoMeas1_2_Range_MCAM
Texture_InfoMeas1_8_Range_MCAM
Texture_InfoMeas2_2_Range_MCAM
Texture_InfoMeas2_8_Range_MCAM
Texture_InverseDifferenceMoment_2_Range_MCAM
Texture_InverseDifferenceMoment_8_Range_MCAM
Texture_SumAverage_2_Range_MCAM
Texture_SumAverage_8_Range_MCAM
Texture_SumEntropy_2_Range_MCAM
Texture_SumEntropy_8_Range_MCAM
Texture_SumVariance_2_Range_MCAM
Texture_SumVariance_8_Range_MCAM
Texture_Variance_2_Range_MCAM
Texture_Variance_8_Range_MCAM
CV_IntensityEdge_MCAM
CV_IntensityCell_MCAM
Texture_AngularSecondMoment_2_Mean_Other
Texture_AngularSecondMoment_8_Mean_Other
Texture_Contrast_2_Mean_Other
Texture_Contrast_8_Mean_Other
Texture_Correlation_2_Mean_Other
Texture_Correlation_8_Mean_Other
Texture_DifferenceEntropy_2_Mean_Other
Texture_DifferenceEntropy_8_Mean_Other
Texture_DifferenceVariance_2_Mean_Other
Texture_DifferenceVariance_8_Mean_Other
Texture_Entropy_2_Mean_Other
Texture_Entropy_8_Mean_Other
Texture_InfoMeas1_2_Mean_Other
Texture_InfoMeas1_8_Mean_Other
Texture_InfoMeas2_2_Mean_Other
Texture_InfoMeas2_8_Mean_Other
Texture_InverseDifferenceMoment_2_Mean_Other
Texture_InverseDifferenceMoment_8_Mean_Other
Texture_SumAverage_2_Mean_Other
Texture_SumAverage_8_Mean_Other
Texture_SumEntropy_2_Mean_Other
Texture_SumEntropy_8_Mean_Other
Texture_SumVariance_2_Mean_Other
Texture_SumVariance_8_Mean_Other
Texture_Variance_2_Mean_Other
Texture_Variance_8_Mean_Other
Texture_AngularSecondMoment_2_Range_Other
Texture_AngularSecondMoment_8_Range_Other
Texture_Contrast_2_Range_Other
Texture_Contrast_8_Range_Other
Texture_Correlation_2_Range_Other
Texture_Correlation_8_Range_Other
Texture_DifferenceEntropy_2_Range_Other
Texture_DifferenceEntropy_8_Range_Other
Texture_DifferenceVariance_2_Range_Other
Texture_DifferenceVariance_8_Range_Other
Texture_Entropy_2_Range_Other
Texture_Entropy_8_Range_Other
Texture_InfoMeas1_2_Range_Other
Texture_InfoMeas1_8_Range_Other
Texture_InfoMeas2_2_Range_Other
Texture_InfoMeas2_8_Range_Other
Texture_InverseDifferenceMoment_2_Range_Other
Texture_InverseDifferenceMoment_8_Range_Other
Texture_SumAverage_2_Range_Other
Texture_SumAverage_8_Range_Other
Texture_SumEntropy_2_Range_Other
Texture_SumEntropy_8_Range_Other
Texture_SumVariance_2_Range_Other
Texture_SumVariance_8_Range_Other
Texture_Variance_2_Range_Other
Texture_Variance_8_Range_Other
CV_IntensityEdge_Other
CV_IntensityCell_Other
